,medalist_name,Event,Medal,Gender
177,Bair Badënov,archery,bronze,male
676,Ilario Di Buò,archery,silver,male
682,Im Dong-hyun,archery,gold,male
760,Jiang Lin,archery,bronze,male
920,Lee Chang-hwan,archery,gold,male
950,Li Wenquan,archery,bronze,male
1043,Marco Galiazzo,archery,silver,male
1107,Mauro Nespoli,archery,silver,male
1314,Park Kyung-mo,archery,silver,male
1710,Viktor Ruban,archery,gold,male
1768,Xue Haifeng,archery,bronze,male
2124,Bérengère Schuh,archery,bronze,female
2160,Chen Ling,archery,silver,female
2472,Guo Dan,archery,silver,female
2656,Joo Hyun-Jung,archery,gold,female
3191,Park Sung-hyun,archery,silver,female
3424,Sophie Dodemont,archery,bronze,female
3595,Virginie Arnold,archery,bronze,female
3696,Yun Ok-hee,archery,bronze,female
3705,Zhang Juanjuan,archery,gold,female
3750,Aaron Armstrong,athletics,gold,male
3767,Ainārs Kovals,athletics,silver,male
3795,Alex Schwazer,athletics,gold,male
3809,Alfred Kirwa Yego,athletics,bronze,male
3842,Andrae Williams,athletics,silver,male
3850,Andreas Thorkildsen,athletics,gold,male
3855,Andrei Krauchanka,athletics,silver,male
3857,Andretti Bain,athletics,silver,male
3862,Andrew Steele,athletics,bronze,male
3865,Andrey Silnov,athletics,gold,male
3876,Angelo Taylor,athletics,gold,male
3915,Asbel Kiprop,athletics,gold,male
3921,Avard Moncur,athletics,silver,male
3951,Bershawn Jackson,athletics,bronze,male
3981,Brimin Kipruto,athletics,gold,male
3992,Bruno de Barros,athletics,bronze,male
3993,Bryan Clay,athletics,gold,male
4055,Chris Brown,athletics,silver,male
4059,Christian Cantwell,athletics,silver,male
4127,David Neville,athletics,bronze,male
4128,David Oliver,athletics,bronze,male
4129,David Payne,athletics,silver,male
4134,Dayron Robles,athletics,gold,male
4142,Denis Nizhegorodov,athletics,bronze,male
4145,Derek Miles,athletics,bronze,male
4179,Dylan Armstrong,athletics,bronze,male
4190,Edwin Soi,athletics,bronze,male
4209,Eliud Kipchoge,athletics,silver,male
4231,Emmanuel Callender,athletics,gold,male
4312,Gerd Kanter,athletics,gold,male
4315,Germaine Mason,athletics,silver,male
4335,Godfrey Khotso Mokoena,athletics,silver,male
4419,Ibrahim Camejo,athletics,bronze,male
4449,Irving Saladino,athletics,gold,male
4456,Ismail Ahmed Ismail,athletics,silver,male
4458,Ivan Tsikhan,athletics,bronze,male
4478,Jaouad Gharib,athletics,silver,male
4480,Jared Tallent,athletics,bronze,male
4494,Jefferson Pérez,athletics,silver,male
4504,Jeremy Wariner,athletics,silver,male
4538,José Carlos Moreira,athletics,bronze,male
4593,Kenenisa Bekele,athletics,gold,male
4598,Kerron Clement,athletics,silver,male
4603,Keston Bledman,athletics,gold,male
4652,LaShawn Merritt,athletics,gold,male
4683,Leevan Sands,athletics,bronze,male
4689,Leonel Suárez,athletics,bronze,male
4771,Mahiedine Mekhissi-Benabbad,athletics,silver,male
4786,Marc Burns,athletics,gold,male
4833,Martyn Rooney,athletics,bronze,male
4871,Mehdi Baala,athletics,bronze,male
4887,Micah Kogo,athletics,bronze,male
4888,Michael Bingham,athletics,bronze,male
4890,Michael Mathieu,athletics,silver,male
4948,Naoki Tsukahara,athletics,silver,male
4974,Nelson Évora,athletics,gold,male
4978,Nick Willis,athletics,silver,male
4998,Nobuharu Asahara,athletics,silver,male
5091,Phillips Idowu,athletics,silver,male
5093,Piotr Małachowski,athletics,silver,male
5099,Primož Kozmus,athletics,gold,male
5121,Ramon Miller,athletics,silver,male
5135,Reggie Witherspoon,athletics,gold,male
5150,Richard Mateelong,athletics,bronze,male
5152,Richard Thompson,athletics,silver,male
5162,Robert Tobin,athletics,bronze,male
5215,Samuel Wanjiru,athletics,gold,male
5219,Sandro Viana,athletics,bronze,male
5261,Shawn Crawford,athletics,silver,male
5271,Shingo Suetsugu,athletics,silver,male
5272,Shinji Takahira,athletics,silver,male
5275,Sileshi Sihine,athletics,silver,male
5319,Steve Hooker,athletics,gold,male
5375,Tero Pitkämäki,athletics,bronze,male
5411,Tomasz Majewski,athletics,gold,male
5429,Tsegaye Kebede,athletics,bronze,male
5435,Usain Bolt,athletics,gold,male
5436,Vadim Devyatovskiy,athletics,silver,male
5441,Valeriy Borchin,athletics,gold,male
5453,Vicente de Lima,athletics,bronze,male
5467,Virgilijus Alekna,athletics,bronze,male
5476,Walter Dix,athletics,bronze,male
5498,Wilfred Bungei,athletics,gold,male
5535,Yaroslav Rybakov,athletics,bronze,male
5552,Yevgeny Lukyanenko,athletics,silver,male
5639,Agnes Osazuwa,athletics,silver,female
5697,Allyson Felix,athletics,silver,female
5756,Anna Chicherova,athletics,bronze,female
5806,Barbora Špotáková,athletics,gold,female
5836,Blanka Vlašić,athletics,silver,female
5837,Blessing Okagbare,athletics,silver,female
5839,Bobby-Gaye Wilkins,athletics,silver,female
5903,Catherine Ndereba,athletics,silver,female
5908,Chelsea Hammond,athletics,bronze,female
5942,Christina Obergföll,athletics,bronze,female
5946,Christine Ohuruogu,athletics,gold,female
5959,Constantina Diță,athletics,gold,female
6007,Dawn Harper-Nelson,athletics,gold,female
6080,Elisa Rigaudo,athletics,bronze,female
6108,Ene Franca Idoko,athletics,silver,female
6122,Eunice Jepkorir,athletics,silver,female
6165,Françoise Mbango Etone,athletics,gold,female
6209,Gloria Kemasuode,athletics,silver,female
6211,Gong Lijiao,athletics,bronze,female
6233,Gölnara Galkina-Sämitevä,athletics,gold,female
6236,Halimat Ismaila,athletics,silver,female
6239,Hanna Mariën,athletics,gold,female
6244,Hasna Benhassi,athletics,bronze,female
6287,Hyleas Fountain,athletics,silver,female
6325,Iryna Lishchynska,athletics,silver,female
6349,Janeth Jepkosgei,athletics,silver,female
6374,Jennifer Suhr,athletics,silver,female
6466,Kelly Sotherton,athletics,bronze,female
6474,Kerron Stewart,athletics,bronze,female
6489,Kim Gevaert,athletics,gold,female
6508,Kjersti Plätzer,athletics,silver,female
6591,Linet Masai,athletics,bronze,female
6621,Lucimar de Moura,athletics,bronze,female
6659,Manuela Montebrun,athletics,bronze,female
6688,Marilyn Okoro,athletics,bronze,female
6694,Mariya Abakumova,athletics,silver,female
6711,Mary Wineberg,athletics,gold,female
6734,Maurren Maggi,athletics,gold,female
6748,Melaine Walker,athletics,gold,female
6759,Meseret Defar,athletics,silver,female
6804,Monique Henderson,athletics,gold,female
6822,Nancy Langat,athletics,gold,female
6835,Nataliya Dobrynska,athletics,gold,female
6836,Nataliya Tobias,athletics,bronze,female
6839,Natasha Hastings,athletics,gold,female
6854,Nicola Sanders,athletics,bronze,female
6883,Novlene Williams-Mills,athletics,silver,female
6899,Olena Antonova,athletics,silver,female
6902,Olga Kaniskina,athletics,gold,female
6907,Olivia Borlée,athletics,gold,female
6911,Oludamola Osayomi,athletics,silver,female
6928,Pamela Jelimo,athletics,gold,female
6976,Priscilla Lopes-Schliep,athletics,bronze,female
7061,Rosemar Coelho Neto,athletics,bronze,female
7062,Rosemarie Whyte,athletics,silver,female
7065,Rosângela Santos,athletics,bronze,female
7084,Sally Pearson,athletics,silver,female
7100,Sanya Richards-Ross,athletics,bronze,female
7132,Shalane Flanagan,athletics,silver,female
7139,Sheena Tosta,athletics,silver,female
7141,Shelly-Ann Fraser-Pryce,athletics,gold,female
7143,Shereefa Lloyd,athletics,silver,female
7144,Shericka Williams,athletics,silver,female
7145,Sherone Simpson,athletics,silver,female
7169,Song Aimin,athletics,bronze,female
7186,Stephanie Brown Trafton,athletics,gold,female
7214,Svetlana Feofanova,athletics,bronze,female
7217,Sylvia Jebiwott Kibet,athletics,bronze,female
7240,Tasha Danvers,athletics,bronze,female
7245,Tatyana Chernova,athletics,bronze,female
7253,Thaissa Presti,athletics,bronze,female
7265,Tia Hellebaut,athletics,gold,female
7278,Tirunesh Dibaba,athletics,gold,female
7315,Valerie Adams,athletics,gold,female
7327,Veronica Campbell-Brown,athletics,gold,female
7416,Yekaterina Volkova,athletics,bronze,female
7418,Yelena Isinbayeva,athletics,gold,female
7429,Yipsi Moreno,athletics,gold,female
7460,Zhang Wenxiu,athletics,silver,female
7475,Zhou Chunxiu,athletics,bronze,female
7492,Élodie Ouédraogo,athletics,gold,female
7751,Cai Yun,badminton,silver,male
7784,Chen Jin,badminton,bronze,male
8045,Fu Haifeng,badminton,silver,male
8123,He Hanbin,badminton,bronze,male
8134,Hendra Setiawan,badminton,gold,male
8160,Hwang Ji-man,badminton,bronze,male
8421,Lee Chong Wei,badminton,silver,male
8424,Lee Jae-jin,badminton,bronze,male
8431,Lee Yong-dae,badminton,gold,male
8459,Lin Dan,badminton,gold,male
8576,Markis Kido,badminton,gold,male
8756,Nova Widianto,badminton,silver,male
9798,Du Jing,badminton,gold,female
10298,Lee Hyo-jung,badminton,silver,female
10302,Lee Kyung-won,badminton,silver,female
10332,Liliyana Natsir,badminton,silver,female
10425,Maria Kristin Yulianti,badminton,bronze,female
11118,Wei Yili,badminton,bronze,female
11136,Xie Xingfang,badminton,silver,female
11190,Yu Yang,badminton,gold,female
11208,Zhang Ning,badminton,gold,female
11216,Zhang Yawen,badminton,bronze,female
11263,Adiel Palma,baseball,silver,male
11299,Alexander Malleta,baseball,silver,male
11306,Alexei Bell,baseball,silver,male
11310,Alfredo Despaigne,baseball,silver,male
11406,Ariel Pestano,baseball,silver,male
11460,Blaine Neal,baseball,bronze,male
11465,Bong Jung-keun,baseball,gold,male
11470,Brandon Knight,baseball,bronze,male
11476,Brett Anderson,baseball,bronze,male
11477,Brian Barden,baseball,bronze,male
11478,Brian Duensing,baseball,bronze,male
11523,Casey Weathers,baseball,bronze,male
11552,Chong Tae-hyon,baseball,gold,male
11647,Dexter Fowler,baseball,bronze,male
11688,Eduardo Paret,baseball,silver,male
11704,Elier Sánchez,baseball,silver,male
11738,Eriel Sánchez,baseball,silver,male
11791,Frederich Cepeda,baseball,silver,male
11825,Giorvis Duvergel,baseball,silver,male
11863,Han Ki-joo,baseball,gold,male
11913,Hyun-jin Ryu,baseball,gold,male
11914,Héctor Olivera,baseball,silver,male
11964,Jake Arrieta,baseball,bronze,male
11976,Jang Won-sam,baseball,gold,male
11983,Jason Donald,baseball,bronze,male
11990,Jayson Nix,baseball,bronze,male
11993,Jeff Stevens,baseball,bronze,male
12002,Jeong Keun-woo,baseball,gold,male
12003,Jeremy Cummings,baseball,bronze,male
12018,Jin Kab-yong,baseball,gold,male
12024,John Gall,baseball,bronze,male
12030,Jonder Martínez,baseball,silver,male
12067,Kang Min-ho,baseball,gold,male
12106,Kevin Jepsen,baseball,bronze,male
12113,Kim Dong-ju,baseball,gold,male
12116,Kim Hyun-soo,baseball,gold,male
12119,Kim Kwang-hyun,baseball,gold,male
12121,Kim Min-jae,baseball,gold,male
12135,Ko Young-min,baseball,gold,male
12145,Kwon Hyuk,baseball,gold,male
12172,Lee Dae-ho,baseball,gold,male
12175,Lee Jin-young,baseball,gold,male
12176,Lee Jong-wook,baseball,gold,male
12179,Lee Seung-yuop,baseball,gold,male
12180,Lee Taek-keun,baseball,gold,male
12182,Lee Yong-kyu,baseball,gold,male
12233,Lou Marson,baseball,bronze,male
12250,Luis Miguel Navas,baseball,silver,male
12251,Luis Miguel Rodríguez,baseball,silver,male
12343,Matt LaPorta,baseball,bronze,male
12348,Matthew Brown,baseball,bronze,male
12399,Michel Enríquez,baseball,silver,male
12404,Miguel Lahera,baseball,silver,male
12410,Mike Hessman,baseball,bronze,male
12411,Mike Koplove,baseball,bronze,male
12467,Nate Schierholtz,baseball,bronze,male
12503,Norberto González,baseball,silver,male
12504,Norge Luis Vera,baseball,silver,male
12514,Oh Seung-hwan,baseball,gold,male
12563,Park Jin-man,baseball,gold,male
12578,Pedro Luis Lazo,baseball,silver,male
12674,Rolando Meriño,baseball,silver,male
12797,Song Seung-jun,baseball,gold,male
12817,Stephen Strasburg,baseball,bronze,male
12871,Taylor Teagarden,baseball,bronze,male
12876,Terry Tiffee,baseball,bronze,male
12927,Trevor Cahill,baseball,bronze,male
12958,Vicyohandri Odelín,baseball,silver,male
13020,Yadier Pedroso,baseball,silver,male
13056,Yoandry Urgellés,baseball,silver,male
13061,Yoon Suk-min,baseball,gold,male
13068,Yulieski Gurriel,baseball,silver,male
13248,Andrés Nocioni,basketball,bronze,male
13277,Antonio Porta,basketball,bronze,male
13325,Berni Rodríguez,basketball,silver,male
13384,Carlos Boozer,basketball,gold,male
13385,Carlos Delfino,basketball,bronze,male
13387,Carlos Jiménez,basketball,silver,male
13391,Carmelo Anthony,basketball,gold,male
13429,Chris Bosh,basketball,gold,male
13433,Chris Paul,basketball,gold,male
13552,Dwight Howard,basketball,gold,male
13553,Dwyane Wade,basketball,gold,male
13635,Fabricio Oberto,basketball,bronze,male
13641,Federico Kammerichs,basketball,bronze,male
13643,Felipe Reyes,basketball,silver,male
13860,Jason Kidd,basketball,gold,male
13907,Jorge Garbajosa,basketball,silver,male
13912,José Calderón,basketball,silver,male
13918,Juan Carlos Navarro,basketball,silver,male
13921,Juan Pedro Gutiérrez,basketball,bronze,male
14011,Kobe Bryant,basketball,gold,male
14043,LeBron James,basketball,gold,male
14063,Leonardo Gutiérrez,basketball,bronze,male
14127,Luis Scola,basketball,bronze,male
14155,Manu Ginóbili,basketball,bronze,male
14162,Marc Gasol,basketball,silver,male
14268,Michael Redd,basketball,gold,male
14423,Pablo Prigioni,basketball,bronze,male
14435,Paolo Quinteros,basketball,bronze,male
14446,Pau Gasol,basketball,silver,male
14504,Raül López,basketball,silver,male
14530,Ricky Rubio,basketball,silver,male
14554,Román González,basketball,bronze,male
14569,Rudy Fernández,basketball,silver,male
14747,Tayshaun Prince,basketball,gold,male
14989,Álex Mumbrú,basketball,silver,male
15186,Becky Hammon,basketball,bronze,female
15188,Belinda Snell,basketball,silver,female
15254,Candace Parker,basketball,gold,female
15255,Cappie Pondexter,basketball,gold,female
15385,DeLisha Milton-Jones,basketball,gold,female
15399,Diana Taurasi,basketball,gold,female
15479,Emma Randall,basketball,silver,female
15492,Erin Phillips,basketball,silver,female
15646,Hollie Grima,basketball,silver,female
15679,Ilona Korstin,basketball,bronze,female
15696,Irina Osipova,basketball,bronze,female
15698,Irina Sokolovskaya,basketball,bronze,female
15746,Jenni Screen,basketball,silver,female
15819,Kara Lawson,basketball,gold,female
15834,Katie Smith,basketball,gold,female
15890,Kristi Harrower,basketball,silver,female
15910,Laura Summerton,basketball,silver,female
15912,Lauren Jackson,basketball,silver,female
15970,Lisa Leslie,basketball,gold,female
16052,Maria Stepanova,basketball,bronze,female
16064,Marina Karpunina,basketball,bronze,female
16065,Marina Kuzina,basketball,bronze,female
16204,Natalia Vodopyanova,basketball,bronze,female
16296,Oxana Rakhmatulina,basketball,bronze,female
16329,Penny Taylor,basketball,silver,female
16422,Rohanee Cox,basketball,silver,female
16494,Seimone Augustus,basketball,gold,female
16576,Sue Bird,basketball,gold,female
16585,Suzy Batkovic,basketball,silver,female
16587,Svetlana Abrosimova,basketball,bronze,female
16591,Sylvia Fowles,basketball,gold,female
16600,Tamika Catchings,basketball,gold,female
16619,Tatiana Shchegoleva,basketball,bronze,female
16652,Tina Thompson,basketball,gold,female
16680,Tully Bevilaqua,basketball,silver,female
16789,Yekaterina Lisina,basketball,bronze,female
16908,Aleksei Tishchenko,boxing,gold,male
16933,Alexis Vastine,boxing,bronze,male
16993,Andry Laffita,boxing,silver,male
17054,Bakhyt Sarsekbayev,boxing,gold,male
17114,Bruno Julie,boxing,bronze,male
17133,Carlos Banteux,boxing,silver,male
17205,Clemente Russo,boxing,silver,male
17235,Daouda Sow,boxing,silver,male
17239,Darren Sutherland,boxing,bronze,male
17255,David Price,boxing,bronze,male
17269,Deontay Wilder,boxing,bronze,male
17345,Emilio Correa,boxing,silver,male
17360,Enkhbatyn Badar-Uugan,boxing,gold,male
17434,Georgy Balakshin,boxing,bronze,male
17525,Hrachik Javakhyan,boxing,bronze,male
17591,James DeGale,boxing,gold,male
17690,Kanat Islam,boxing,bronze,male
17720,Kenny Egan,boxing,silver,male
17734,Khedafi Djelkhir,boxing,silver,male
17743,Kim Jung-joo,boxing,bronze,male
17907,Manuel Félix Díaz,boxing,gold,male
17910,Manus Boonjumnong,boxing,silver,male
17976,Matthew Luu,boxing,bronze,male
18167,Osmay Acosta,boxing,bronze,male
18175,Paddy Barnes,boxing,bronze,male
18228,Pürevdorjiin Serdamba,boxing,silver,male
18241,Rakhim Chakhkiyev,boxing,gold,male
18288,Roberto Cammarelle,boxing,gold,male
18308,Roniel Iglesias,boxing,bronze,male
18381,Shahin Imranov,boxing,bronze,male
18417,Somjit Jongjohor,boxing,gold,male
18545,Tony Jeffries,boxing,bronze,male
18572,Vasyl Lomachenko,boxing,gold,male
18573,Veaceslav Gojan,boxing,bronze,male
18584,Vijender Singh,boxing,bronze,male
18589,Vincenzo Picardi,boxing,bronze,male
18646,Yakup Kılıç,boxing,bronze,male
18648,Yampier Hernández,boxing,bronze,male
18658,Yankiel León,boxing,silver,male
18673,Yerkebulan Shynaliyev,boxing,bronze,male
18689,Yordenis Ugás,boxing,bronze,male
18714,Zhang Xiaoping,boxing,gold,male
18719,Zhang Zhilei,boxing,silver,male
18737,Zou Shiming,boxing,gold,male
18762,Adam van Koeverden,canoeing and kayaking,silver,male
18780,Aleksandr Kostoglod,canoeing and kayaking,silver,male
18798,Alexander Grimm,canoeing and kayaking,gold,male
18812,Aliaksandr Bahdanovich,canoeing and kayaking,gold,male
18813,Aliaksei Abalmasau,canoeing and kayaking,gold,male
18844,Andrea Facchin,canoeing and kayaking,bronze,male
18849,Andreas Ihle,canoeing and kayaking,gold,male
18854,Andrei Bahdanovich,canoeing and kayaking,gold,male
18903,Antonio Scaduto,canoeing and kayaking,bronze,male
18914,Artur Litvinchuk,canoeing and kayaking,gold,male
18920,Attila Vajda,canoeing and kayaking,gold,male
18944,Benjamin Boukpeti,canoeing and kayaking,bronze,male
18959,Björn Goldschmidt,canoeing and kayaking,bronze,male
19015,Carlos Pérez Rial,canoeing and kayaking,gold,male
19060,Christian Gille,canoeing and kayaking,bronze,male
19117,David Cal,canoeing and kayaking,silver,male
19122,David Florence,canoeing and kayaking,silver,male
19166,Dmitry Larionov,canoeing and kayaking,bronze,male
19194,Eirik Verås Larsen,canoeing and kayaking,silver,male
19240,Erik Vlček,canoeing and kayaking,silver,male
19258,Fabien Lefèvre,canoeing and kayaking,silver,male
19356,György Kozmann,canoeing and kayaking,bronze,male
19481,Jaroslav Volf,canoeing and kayaking,silver,male
19556,Juraj Tarr,canoeing and kayaking,silver,male
19592,Ken Wallace,canoeing and kayaking,gold,male
19627,Kim Wraae Knudsen,canoeing and kayaking,silver,male
19755,Lutz Altepost,canoeing and kayaking,bronze,male
19830,Martin Hollstein,canoeing and kayaking,gold,male
19863,Maxim Opalev,canoeing and kayaking,gold,male
19880,Meng Guanliang,canoeing and kayaking,gold,male
19894,Michal Martikán,canoeing and kayaking,gold,male
19895,Michal Riszdorfer,canoeing and kayaking,silver,male
19914,Mikhail Kuznetsov,canoeing and kayaking,bronze,male
20005,Norman Bröckl,canoeing and kayaking,bronze,male
20039,Ondřej Štěpánek,canoeing and kayaking,silver,male
20076,Pavol Hochschorner,canoeing and kayaking,gold,male
20082,Peter Hochschorner,canoeing and kayaking,gold,male
20118,Raman Pietrushenka,canoeing and kayaking,bronze,male
20144,René Holten Poulsen,canoeing and kayaking,silver,male
20151,Richard Riszdorfer,canoeing and kayaking,silver,male
20164,Robin Bell,canoeing and kayaking,bronze,male
20180,Ronald Rauhe,canoeing and kayaking,silver,male
20238,Saúl Craviotto,canoeing and kayaking,gold,male
20250,Sergey Ulegin,canoeing and kayaking,silver,male
20351,Tamás Kiss,canoeing and kayaking,bronze,male
20386,Thomas Hall,canoeing and kayaking,bronze,male
20396,Tim Brabants,canoeing and kayaking,bronze,male
20399,Tim Wieskötter,canoeing and kayaking,silver,male
20413,Tomasz Wylenzek,canoeing and kayaking,bronze,male
20423,Torsten Eckbrett,canoeing and kayaking,bronze,male
20438,Vadzim Makhneu,canoeing and kayaking,bronze,male
20529,Yang Wenjun,canoeing and kayaking,gold,male
20572,Yuriy Cheban,canoeing and kayaking,bronze,male
20749,Aneta Konieczna,canoeing and kayaking,silver,female
20768,Anne-Laure Viard,canoeing and kayaking,bronze,female
20809,Beata Mikołajczyk,canoeing and kayaking,silver,female
20906,Chantal Meek,canoeing and kayaking,bronze,female
20958,Conny Waßmuth,canoeing and kayaking,gold,female
20983,Danuta Kozák,canoeing and kayaking,silver,female
21077,Elena Kaliská,canoeing and kayaking,gold,female
21136,Fanny Fischer,canoeing and kayaking,gold,female
21175,Gabriella Szabó,canoeing and kayaking,silver,female
21241,Hannah Davis,canoeing and kayaking,bronze,female
21313,Inna Osypenko-Radomska,canoeing and kayaking,gold,female
21336,Jacqueline Lawrence,canoeing and kayaking,silver,female
21408,Josefa Idem,canoeing and kayaking,silver,female
21452,Katalin Kovács,canoeing and kayaking,gold,female
21461,Katrin Wagner-Augustin,canoeing and kayaking,bronze,female
21596,Lisa Oldenhof,canoeing and kayaking,bronze,female
21632,Lyndsie Fogarty,canoeing and kayaking,bronze,female
21684,Marie Delattre,canoeing and kayaking,bronze,female
21838,Natasa Dusev-Janics,canoeing and kayaking,gold,female
21860,Nicole Reinhardt,canoeing and kayaking,gold,female
22340,Violetta Oblinger-Peters,canoeing and kayaking,bronze,female
22552,Alexandr Kolobnev,road bicycle racing,bronze,male
23002,Fabian Cancellara,road bicycle racing,silver,male
23102,Gustav Larsson,road bicycle racing,silver,male
23442,Levi Leipheimer,road bicycle racing,bronze,male
23964,Samuel Sánchez,road bicycle racing,gold,male
24850,Emma Johansson,road bicycle racing,silver,female
24853,Emma Pooley,road bicycle racing,silver,female
25199,Karin Thürig,road bicycle racing,bronze,female
